,3976,41704,52069,67,56,154,215,454,66,495,69750,52100,94,153,963,46899,52327,174,2170,11158,106039,24887,16244,1450,130969,857,745,2110,148,880,8014,2807,3902,7410,54770,1010,8639,63073,97,249,7268,14458,6300,889,3414,16234,47626,3912,1284,29463,69758,645,836,1894,16242,3660,155,110682,63020,2215,296,436,25140,3277,2499,4090,4008,128,715,115,5971,158,127,604,3168,54,4605,2525,270024,52199,5910,2006,9590,3735,315967,6951,1735,3498,89929,69751,6571,1192,1927,20514,1302,179281,997,6718,15675,52077
3976,0,710382.7969346286,1155901.1572500158,8300726.556244612,10870011.733448194,10869025.65788701,8828752.450144935,10869310.395555966,10887402.890258728,10870563.337991867,5613.518064298899,9328708.407939414,10871229.187733386,10869398.240590991,10138133.594595386,9154567.330440765,243.91147098787715,9363880.364843626,11066710.74183902,10866111.378851984,7494721.205347991,9310814.260494774,10880772.848663162,10815288.288157701,3630.769505860186,7725433.6910375245,10870500.067845562,10560820.516982496,10870042.484200532,8288971.0997523125,10869471.751426166,10160033.8681501,10867574.27066724,10868252.385619024,9179859.914658098,8290292.163656366,10868394.848164968,1152062.950643246,10570524.213984106,9585594.120873336,9292259.033832105,9604304.08782644,10873426.631090771,8925178.143351482,10816013.365642685,10868400.69161258,417424.60029321304,10869961.67848723,8288954.360623779,7595978.958121372,7688.5791716296135,8290531.68395292,10868989.665581448,10560752.819091273,10875382.14801088,10866956.063284654,10928536.21781299,8825323.789466513,1150875.7481138697,7812398.728792647,10873584.722276758,10869588.867368953,9369112.016223904,10870790.842678186,9333362.108169345,8289029.367451942,5875.060634301324,10869344.637725882,8285791.07690292,10931259.174381414,10869205.229005955,10868934.668578885,10868468.756403808,8285649.4804498395,10869338.36945801,10871221.056932744,8909888.04884067,10870719.970244424,81691.14187372515,26018.213087424283,10870428.383448742,10868642.635470869,8815859.09853609,10868651.256799668,792369.0675315789,10866948.87866981,10334439.617432067,10869451.814800235,3630.769505860186,371375.68221897294,10870822.541259283,10926677.507757518,8281518.851441337,10870110.692352781,8290353.888694521,10870445.87612024,8998674.172012012,10863674.628667345,10902973.45622485,1162099.5198704605
41704,710382.7969346286,0,600439.0112374054,8951746.211702844,11290224.791352442,11289205.586112376,9484992.332919806,11289370.55960328,11306555.95737837,11290797.285990547,715899.0538805836,9155106.430603571,11290465.610903207,11289706.18136742,10638589.278206173,8664040.180637116,710138.9698481798,9951578.309531467,11587287.002592765,11286056.545991072,7208125.5651344275,9140610.428755697,11299455.239267455,11207917.888480952,709507.228124961,8327319.110672799,11290725.26252674,11165115.12925943,11290230.887745325,8939303.055686919,11289746.48750523,10659506.664266333,11287720.491339225,11288272.366239462,8687008.723521328,8940662.229108803,11288558.5001867,593920.650612579,11174776.946790611,9439965.01051582,9886130.18425763,10117368.260096086,11293772.605264725,9564396.572509747,11208647.577213826,11288539.370240422,981074.1666812809,11290142.252202079,8939469.267635643,8189415.015699192,712234.5451890337,8940882.812629147,11289092.427127335,11165039.114708975,11295818.517438566,11286830.472361343,11377392.03724448,9481445.509253314,592343.4629232651,8425509.099428918,11293966.152429052,11289757.810279978,9198022.574648708,11291023.790661244,9974641.766946234,8939363.420398563,715816.9474887335,11289644.525250943,8936131.62402805,11380561.05989713,11289398.620403454,11289119.992692582,11288497.567705112,8936019.326986706,11289376.289847901,11291482.87343163,9523064.794326987,11291016.24807391,675415.5378334523,698605.744393886,11290651.483710354,11288759.576415263,9471800.368180377,11288649.601888454,114171.86240582835,11287207.047685297,10808161.70090047,11289763.90680825,709507.228124961,339010.0032867661,11291058.355884304,11375760.852074265,8931901.972153224,11290272.472626898,8940869.35348842,11290659.562321842,9656541.331263736,11283061.620033465,11334650.956629623,600616.0966474182
52069,1155901.1572500158,600439.0112374054,0,9063163.398218812,11074349.393933209,11073305.866753198,9603947.366499329,11073352.102390945,11089511.442063158,11074937.787744146,1160419.9306089673,8590867.136115335,11073631.543527577,11073927.98643719,10513610.09747366,8072285.742556888,1155678.760737395,9946544.365306193,11478789.683499552,11069951.910279145,6619525.727167033,8577435.86246779,11082007.266276963,10966356.374358976,1156639.9935908415,8356161.316911795,11074857.75762613,11177017.570619639,11074331.26662803,9049396.551551163,11073935.404944649,10533217.325108953,11071799.61609006,11072223.31437192,8095743.690739951,9050824.504179109,11072648.00451763,7359.725566617505,11186540.33704191,8883836.23787444,9890941.740643756,10011408.327915048,11077999.138914049,9648496.303856688,10967084.602691453,11072604.542348107,1247773.6195295497,11074235.663706372,9049934.718224872,8206353.308537258,1160795.0451499003,9051005.050116153,11073117.95677045,11176928.670249214,11080117.328735165,11070650.296701372,11189722.761873748,9600169.320149574,8916.748395599328,8471582.782355571,11078225.91268948,11073842.896904722,8634443.720534934,11075161.497498421,10059995.339782968,9049460.794585386,1161766.3953055348,11073858.925916884,9046263.36498151,11193329.849528315,11073510.556001175,11073226.24963647,11072455.368320597,9046211.512409668,11073335.9821637,11075645.212547498,9561272.87818317,11075216.121181084,1090770.4631796964,1155237.6165955132,11074782.515987035,11072801.672989324,9590198.112675017,11072576.322145585,637026.092530791,11071400.0567544,10651609.092747279,11073989.320893811,1156639.9935908415,837537.3843725502,11075198.596923985,11188341.31745692,9042148.138610326,11074346.414271086,9051326.793823496,11074781.298610529,9777946.131309852,11066434.208311789,11129788.814142708,11880.736186945613
67,8300726.556244612,8951746.211702844,9063163.398218812,0,4143059.6995677343,4142768.7262098133,543673.5445985764,4143970.0828559487,4162393.138108275,4143202.201228276,8295260.802720657,8842887.445556145,4152207.7751691523,4141880.839625923,2972149.36830755,11925751.015663436,8300946.88380952,1557270.303207745,3441982.364802619,4143092.9926135703,9486178.466464924,8809000.738609826,4162567.96322141,4351468.656351207,8302961.69669114,1091679.1501798837,4143240.764818708,2411424.0441917446,4143290.679036063,19284.43395779387,4142210.743070701,2994938.28949465,4142210.7444272786,4143698.3192851385,11959959.036767993,17805.03805868165,4142540.2116928436,9065240.876099886,2420674.6339458865,8646746.352303118,1437413.6517974422,2545860.395036135,4143912.0954486015,667143.2022365418,4351821.679756841,4142759.4208213086,7970943.925586095,4143311.0149020385,16318.050310227949,1276133.8942504493,8302097.217157609,17999.737825135788,4143414.380724641,2411410.076751577,4144278.2265296336,4144198.336390583,3932924.8558478598,539680.0725422057,9065244.951319765,885666.042081346,4143698.638717303,4143193.2694103024,8828655.6260581,4143344.053752229,1048942.5536368082,19211.67217006313,8296669.8241574755,4141919.03218679,21289.95064969213,3930858.7931696097,4142757.5048662503,4142668.854635983,4143748.5792856123,20943.888268046998,4144178.625985197,4143346.6497457675,945530.0358323029,4142755.5386734265,8307209.633990519,8321163.54853819,4143216.884641919,4143088.81167253,529458.0882322766,4144118.5811275,9056173.705878785,4140877.3693834865,3346207.0754272006,4141876.3425555024,8302961.69669114,8641122.31698372,4143337.8548952807,3929806.4839425483,23971.16545715336,4143560.591582438,15306.708448732843,4143308.4448093716,718653.5494797974,4146495.8387816804,4063962.6461483887,9074832.920079203
56,10870011.733448194,11290224.791352442,11074349.393933209,4143059.6995677343,0,1067.90595952085,3963777.4107170394,1854.6331177417303,20514.79974469548,607.8304562763957,10865880.444635028,5900415.011452387,10771.214448865638,1188.544102403358,1170912.2968318562,9135452.060590055,10870152.177735483,2597329.5225485964,1215622.9408446136,5000.735198676354,7529936.23776463,5875501.248147958,19584.04061498407,306688.9524680388,10873364.489244089,3875266.0204430446,512.6370560108165,2436805.484249544,272.07808806393734,4137729.306376789,849.1118059326262,1148199.9789384177,2580.5860889618125,2823.099083677894,9158755.134102784,4137634.6821998996,1730.9801366752895,11079904.82238936,2434988.267598038,5575582.213540278,2718292.754416896,1648277.22418536,3779.7890478224617,3598375.7645096984,306476.3584804141,1841.990585019791,10456652.404223762,363.76494504670967,4140943.2489619264,3897917.463579926,10874922.628172265,4137165.0977500477,1624.0183971400097,2436673.9829210658,6013.451468506376,4931.570753227057,329346.4630040844,3963034.026998001,11080775.790794432,3927789.4710910255,4103.629740310912,659.0045732512281,5865887.467768329,819.6671616624373,3446718.2647779486,4137732.397454166,10868566.784366153,1141.886107158317,4139714.138626077,334969.0308612688,845.3832369488487,1133.9476089171717,2606.4711351645446,4140308.3730986966,2073.1605057054735,1346.6220045331943,3199212.953705202,1184.5236586852272,10835445.121909201,10895722.570739204,436.3485355732591,1769.8517750254568,3963942.1490678308,2783.2735661761008,11403546.636675673,3083.708443395447,798594.1254459976,1204.2495156626057,10873364.489244089,11091573.703134436,860.3308274396412,331513.709894823,4142925.1827186006,569.3238132944775,4140146.7933710357,434.960499244417,3918995.708536689,11327.509007839775,132878.79782717937,11085380.055283222
154,10869025.65788701,11289205.586112376,11073305.866753198,4142768.7262098133,1067.90595952085,0,3963628.100348998,1337.611253109397,21151.291705166328,1675.4345239890222,10864894.615178712,5899781.041016822,10525.569238973598,1475.7634896496681,1170623.288326023,9134890.380082339,10869166.0892702,2597101.117639048,1216199.5236124273,3986.181154501379,7529105.15071974,5874863.080413422,19811.30937586052,306113.6542044661,10872378.503867473,3874699.7378656645,1579.295626337307,2437110.071229309,1026.3692706971376,4137433.397213287,1154.90823503652,1147919.7936167743,1515.8904363858896,1957.1279463132616,9158197.65205034,4137339.19212145,664.2384199315977,11078861.469116388,2435296.960627922,5574980.447486709,2718063.3840229153,1647788.0328482147,4846.696500215904,3598195.349923262,305903.1142614207,789.8816784431981,10455662.623578021,937.3372921564694,4140647.9673941396,3897305.475221321,10873936.935860641,4136869.5944933104,852.8619521976859,2436978.5321030193,7078.966350871249,4032.478672180412,329929.4225092479,3962883.4707359793,11079732.486417223,3927273.60487493,5165.423247350264,571.2440543552688,5865259.074687434,1886.1578101839514,3446659.1988255773,4137436.5082084825,10867581.077693857,1374.2784476912982,4139417.5672665997,335556.69176569604,238.23084734234837,106.4946218446598,1780.0911267325318,4140011.872043151,1582.016856947601,2413.402943992889,3198938.878234668,2172.2807936790323,10834454.325943135,10894736.753417503,1502.9323429013905,808.1466243681285,3963788.634027789,2052.5899567168435,11402526.72530587,2214.2382872260873,798242.4073339093,1536.4352517087007,10872378.503867473,11090569.397673653,1927.5656716829264,332090.5246105094,4142627.8298463477,1095.4484608609146,4139851.8184007606,1485.822150166037,3918894.9520905768,10452.650118886806,133524.43501613993,11084336.369627306
215,8828752.450144935,9484992.332919806,9603947.366499329,543673.5445985764,3963777.4107170394,3963628.100348998,0,3964897.9743833058,3982008.1711611417,3963838.682737513,8823261.19851119,9011053.239850737,3973610.0513694743,3962588.904170038,2807181.9743848783,12170764.313733479,8828974.911083383,1385935.6956313273,3130804.4237393057,3964486.904781126,9808578.565972729,8978069.16846103,3983339.456724858,4200337.746039582,8830927.401825255,1534380.4049905722,3963891.9449507673,1988922.670308767,3964025.715870097,558894.6876590338,3962938.454114049,2827797.52338782,3963265.9402022376,3964782.126193807,12203666.280036662,557394.5964512625,3963486.0629344494,9605962.112286525,1997587.6502109617,8789206.673695894,1268271.7984566565,2460375.918785879,3964124.012764299,380184.81189036183,4200603.713421783,3963725.7302613845,8503938.636738462,3964061.9882413032,557880.0779475439,1723068.7795821782,8829964.706713585,557269.8405434717,3964343.197618275,1988933.9011532348,3964188.533545058,3965554.638410655,3720875.266544695,4437.770433287016,9605951.807455484,1341347.699142763,3963862.3205582835,3963997.040197162,8993127.311812617,3963955.176168116,596033.816270402,558826.1424336189,8824607.881432611,3962640.093510668,561934.5453404168,3718064.1125701275,3963584.7907239506,3963534.1481374623,3964799.9797209636,561906.363349463,3965122.107569657,3963883.7793618026,864232.1249935741,3963321.2011508974,8836886.220398242,8848847.603226874,3963878.095469088,3964045.626857531,14770.025733148239,3965174.7105162903,9588618.022252249,3961909.93054211,3183753.8202878693,3962574.7179767224,8830927.401825255,9172013.776804877,3963942.899242352,3717745.3319207462,565846.8320741216,3964310.302674612,556515.6769823954,3963975.609843726,174980.74325432538,3968641.98479212,3870907.5171783706,9615596.715462305
454,10869310.395555966,11289370.55960328,11073352.102390945,4143970.0828559487,1854.6331177417303,1337.611253109397,3964897.9743833058,0,20281.350036318643,2336.5681349352303,10865180.136897936,5898580.157935677,9187.967418051954,2736.3116458702307,1171826.068477233,9133645.405790407,10869450.785796884,2598335.8545898376,1217436.1792341976,3497.0485329617436,7528092.829616782,5873665.094619066,18598.161330879197,304875.86694837,10872663.528856955,3875689.1335585425,2218.7782852716864,2438439.6106207515,1621.2755086670072,4138631.9130937443,2377.702295486884,1149127.5523925517,1941.682328506169,1166.3556912016245,9156950.433272008,4138537.9504500534,1430.314592330959,11078908.727472031,2436625.900521372,5573758.601341311,2719297.6370883114,1648848.979656633,5299.043966620651,3599452.295696126,304664.1698472155,1227.3577531356855,10455935.41822111,1504.8422406908373,4141846.8461562926,3898247.3853902207,10874222.89364947,4138068.3452168177,556.5613077633678,2438308.076908681,7511.596771911992,3190.9399035674583,331162.20830227603,3964152.8487491845,11079780.03168842,3928310.792028727,5676.381417983806,1243.0678905288128,5864054.401802741,2465.503689185182,3447960.1540025393,4138635.035616673,10867866.989990134,2643.914586825182,4140615.699529603,336786.7408392777,1467.275493113863,1413.1548712060312,925.0053866156062,4141210.045034988,245.44777713759453,2997.2375666597654,3200149.758855965,3016.0367132934225,10834723.782746946,10895022.312923497,2158.605373609897,894.6180234263538,3965056.8266193205,969.6676413528968,11402688.744800724,3143.619444240114,799407.1317721682,2786.6860769521763,10872663.528856955,11090792.20340119,2510.9614845106967,333326.8307158372,4143825.508607643,1406.196212119622,4141050.8743307865,2080.705901937897,3920182.7294734265,9519.57525715503,134716.59885735041,11084381.669703744
66,10887402.890258728,11306555.95737837,11089511.442063158,4162393.138108275,20514.79974469548,21151.291705166328,3982008.1711611417,20281.350036318643,0,20188.970463624002,10883278.132725663,5894035.710124905,16174.71523732885,21581.46172303813,1190249.7748625726,9127483.3055203,10887542.991764136,2616220.0610701437,1223436.1375927723,22659.07795356321,7528696.622761599,5869217.649999268,8601.245655915842,299634.1452420946,10890758.034344226,3895745.5686920066,20187.295048134805,2449498.3330989974,20346.478274708494,4157095.446543083,21321.808627027458,1167478.9960996162,22223.014638259345,21023.3814125697,9150699.088705864,4156998.062322946,21602.03836416154,11095077.42919299,2447616.5225853473,5568488.703070067,2737190.0141086406,1668588.951086902,18751.277587336357,3616876.6318706805,299377.61993935896,21467.605505678934,10473943.98469107,20368.86389978366,4160305.2488268595,3918431.697605571,10892323.933036583,4156528.565546014,20774.620104941867,2449367.4286815203,18140.414427732692,21615.628984683273,337435.9855548617,3981275.8401922914,11095951.359648198,3948172.778947373,18903.013504934224,20615.591721192213,5859382.280292635,19999.2099321967,3464089.8104875055,4157098.406496165,10885967.718394909,21576.162462836848,4159084.6308021,342951.03781992325,21073.95267200349,21257.74306397996,20871.31491227513,4159678.4021537416,20147.264328283556,19836.67879394626,3218433.7819671906,20451.972833916414,10852708.047387758,10913120.53786949,20233.01317141632,21147.29298635637,3982210.107361308,20569.193745599783,11419849.939188143,23338.750358146695,818320.943162919,21563.444150576233,10890758.034344226,11108432.10880687,19991.321095092844,339727.1318148422,4162300.8002776904,20138.011602679144,4159506.7724202373,20162.458734771957,3936777.9136297987,23775.297512813344,140445.52966591268,11100532.403339624
