,3976,41704,52069,67,56,154,215,454,66,495,69750,94,153,963,46899,52327,174,2170,11158,106039,16244,1450,130969,857,745
3976,0,710382.7982984367,1155901.1572500158,8300726.559075993,10870011.733448194,10869025.658272026,8828752.452345327,10869310.395896262,10887402.890340863,10870563.33781525,5613.5180727163815,10871229.187422713,10869398.240590991,10138133.594945228,9154567.330440765,243.9101035606823,9363880.367414322,11066710.742201312,10866111.378851984,7494721.205632424,10880772.848663162,10815288.287961064,3630.769897447564,7725433.690957928,10870500.068355657
41704,710382.7982984367,0,600439.0099855767,8951746.215450322,11290224.79166628,11289205.586807586,9484992.33607264,11289370.560270494,11306555.957792133,11290797.286144461,715899.0552479993,11290465.610880516,11289706.181681504,10638589.279076168,8664040.179267995,710138.9725636365,9951578.312773837,11587287.003546538,11286056.546304267,7208125.564344269,11299455.23957728,11207917.888500532,709507.2280945486,8327319.111434548,11290725.263368728
52069,1155901.1572500158,600439.0099855767,0,9063163.400728181,11074349.393933209,11073305.867128085,9603947.368429933,11073352.10275506,11089511.442185363,11074937.787601784,1160419.9306035922,11073631.543173367,11073927.98643719,10513610.09779243,8072285.742556888,1155678.7622230523,9946544.36755163,11478789.683880469,11069951.910279145,6619525.727448964,11082007.266276963,10966356.374108523,1156639.9923571118,8356161.316811962,11074857.758167703
67,8300726.559075993,8951746.215450322,9063163.400728181,0,4143059.6961826114,4142768.723081156,543673.5440630541,4143970.0795540996,4162393.1345914043,4143202.1975957733,8295260.805539605,4152207.771805757,4141880.836240758,2972149.365260325,11925751.014265079,8300946.885655168,1557270.302876459,3441982.36147215,4143092.9892297825,9486178.465650449,4162567.9598367442,4351468.653174328,8302961.700822501,1091679.1501041788,4143240.7615763843
56,10870011.733448194,11290224.79166628,11074349.393933209,4143059.6961826114,0,1067.9056124027159,3963777.4080219152,1854.6328374335935,20514.799691677945,607.8303697027754,10865880.444614934,10771.21468328344,1188.544102403358,1170912.2964936714,9135452.060590055,10870152.177423656,2597329.5195283624,1215622.9410364015,5000.735198676354,7529936.237671926,19584.04061498407,306688.9528154256,10873364.490120921,3875266.0204237797,512.6376094372956
154,10869025.658272026,11289205.586807586,11073305.867128085,4142768.723081156,1067.9056124027159,0,3963628.097869003,1337.6110621883959,21151.291316687875,1675.43408689214,10864894.615543647,10525.569337169121,1475.763413599372,1170623.288243541,9134890.380122026,10869166.089343486,2597101.11485753,1216199.5237583192,3986.1814210577595,7529105.150791702,19811.309129905825,306113.65459635074,10872378.505129257,3874699.738172845,1579.2958304642807
215,8828752.452345327,9484992.33607264,9603947.368429933,543673.5440630541,3963777.4080219152,3963628.097869003,0,3964897.9717208277,3982008.168306753,3963838.679801257,8823261.200699428,3973610.048751186,3962588.9014749182,2807181.972051379,12170764.312402427,8828974.912275078,1385935.6958503986,3130804.421036056,3964486.9020873294,9808578.565177696,3983339.454029487,4200337.7435869835,8830927.405336028,1534380.4055001677,3963891.9423244167
454,10869310.395896262,11289370.560270494,11073352.10275506,4143970.0795540996,1854.6328374335935,1337.6110621883959,3964897.9717208277,0,20281.349775510625,2336.5678676150696,10865180.137218038,9187.967707524964,2736.311471240889,1171826.068221175,9133645.40600627,10869450.78582576,2598335.851630622,1217436.1792051678,3497.048910421128,7528092.829830486,18598.16125006517,304875.86751614395,10872663.530073756,3875689.1337216026,2218.7784253698055
66,10887402.890340863,11306555.957792133,11089511.442185363,4162393.1345914043,20514.799691677945,21151.291316687875,3982008.168306753,20281.349775510625,0,20188.97064868873,10883278.132787552,16174.715624491657,21581.461664068946,1190249.7743940053,9127483.305761628,10887542.991536949,2616220.0579047785,1223436.1375379113,22659.077951624244,7528696.622910236,8601.24586650334,299634.1458414854,10890758.03530127,3895745.568605865,20187.2946846591
