0.000000000000000000e+00,2.048378381409616367e+01,4.133020211061856571e+03,1.074888530214041360e+01,2.432029660311236512e+03,2.715149196245078000e-01,1.185543572712677518e+00,1.069285001695319925e+00,2.590804219066306359e+03,3.955087160989860422e+03,1.854018980433779218e+00,6.086267531084267324e-01,4.127108682036479877e+03,5.132600410394323465e-01,1.625116543739957509e+00,3.865169444151750213e+03,4.127669355567026287e+03,3.590016240341362845e+03,1.167952810294797928e+03,4.127577465427198149e+03,4.130881100863204665e+03,3.062960110783197365e+02,2.433806154975911340e+03,1.214958264044605357e+03,1.145294256360107283e+03,3.060812638417842777e+02,2.583790415934132056e+00,3.632996294809424098e-01,1.084601704385887751e+04,3.784759284865416795e+00,2.711487208316124907e+03,2.824941331710903114e+00,8.471051744528914629e-01,1.733179451902490786e+00,5.006493072074965411e+00,1.644362328819755703e+03,1.844401507442655852e+00,1.953517659859650379e+01,3.887828907998903105e+03,1.126627971761098524e+04,9.115474378341345073e+03,1.043213864008408018e+04,1.104954340647387835e+04,1.084615744027932487e+04,9.138849926495950058e+03,1.105511100743614770e+04,1.084188467093201143e+04,1.085094192520428987e+04,7.509059060521959509e+03,1.084937612911329961e+04
2.048378381409616367e+01,0.000000000000000000e+00,4.152310203537515918e+03,1.618275797389053494e+01,2.444581173077006042e+03,2.031644893059519319e+01,2.154701340144025323e+01,2.112234146690501646e+01,2.609651319551413508e+03,3.973266743956166465e+03,2.025719931532233886e+01,2.015673581243081358e+01,4.146428951173105816e+03,2.015545529066475439e+01,2.074892071633204438e+01,3.885616678991782010e+03,4.146992317026868477e+03,3.608468724324326558e+03,1.187252441855180450e+03,4.146897645295787697e+03,4.150199883229519401e+03,2.993199287736510996e+02,2.446422504643392131e+03,1.222687520967699811e+03,1.164535138869797038e+03,2.990612224139788395e+02,2.219656384809571747e+01,2.033921284565667520e+01,1.086340782379774464e+04,1.871320013245713554e+01,2.730340812409920090e+03,2.100175485806470377e+01,2.128865303026696765e+01,2.157423369786428680e+01,2.264233100942713506e+01,1.664641236361885376e+03,2.144084344447325918e+01,8.611029099674540888e+00,3.908311964850098775e+03,1.128261553508177349e+04,9.107534557958875666e+03,1.044942869752481784e+04,1.106471226946912611e+04,1.086354787922745345e+04,9.130822553407320811e+03,1.107029042327103525e+04,1.085928194253996116e+04,1.086834283419534586e+04,7.507861036424822487e+03,1.086676930113290473e+04
4.133020211061856571e+03,4.152310203537515918e+03,0.000000000000000000e+00,4.142144210268849747e+03,2.416743657161189731e+03,4.133250582544907047e+03,4.131844231002602100e+03,4.132729541559058816e+03,1.553650285605647923e+03,5.437958800284840208e+02,4.133927797191176069e+03,4.133162598442238959e+03,1.803282061899443534e+01,4.133201026975939385e+03,4.133373437605455365e+03,1.092770655010271184e+03,1.931946287634626458e+01,6.657806264727298640e+02,2.965067875693184305e+03,1.783765378591415640e+01,1.634473991590393993e+01,4.340856034896412893e+03,2.407491801285152633e+03,3.434479642818541834e+03,2.987792755736923482e+03,4.341208284275294318e+03,4.132172360872280478e+03,4.133270824067621106e+03,8.281910752806888922e+03,4.133871991978930964e+03,1.434075048227760135e+03,4.133656253426933290e+03,4.132173280555376550e+03,4.132501336891247774e+03,4.133051529175863834e+03,2.540299856538935273e+03,4.132719957854079439e+03,4.152481154739209160e+03,1.277220688826292644e+03,8.932031494672877670e+03,1.190265640119814998e+04,7.952027743904293857e+03,9.042342272828096611e+03,8.282130720232717067e+03,1.193695533150758456e+04,9.044430292869554251e+03,8.276451526319873665e+03,8.283294288639257502e+03,9.461498969698055589e+03,8.284149451924493405e+03
1.074888530214041360e+01,1.618275797389053494e+01,4.142144210268849747e+03,0.000000000000000000e+00,2.442777640618824989e+03,1.047737038442946123e+01,1.183659050220549247e+01,1.050145422029560649e+01,2.600254940368996813e+03,3.964897394263575279e+03,9.166923504151146318e+00,1.095645288119922256e+01,4.136207456069197178e+03,1.086133561618100707e+01,9.679633557764468321e+00,3.872338939278567977e+03,4.136765859796940276e+03,3.599692149736464671e+03,1.177091452951058045e+03,4.136676313471409230e+03,4.139981116767438834e+03,2.960127423171903160e+02,2.444554608712344361e+03,1.225261620216440178e+03,1.154481236729073089e+03,2.957907743275835060e+02,1.048470120793327709e+01,1.039745158680785231e+01,1.084722571098724438e+04,1.250219113632220491e+01,2.720933153884025160e+03,8.978754038551139516e+00,1.146776288224675788e+01,1.044995571333797457e+01,9.117437673506840312e+00,1.652177076029989394e+03,1.018443049263559530e+01,1.108061500234190966e+01,3.894577418566913821e+03,1.126651352897197103e+04,9.105118258747592336e+03,1.043324859382499744e+04,1.104881826931206342e+04,1.084736577098014641e+04,9.128480568629633126e+03,1.105439409599708415e+04,1.084309974585652890e+04,1.085216059323270383e+04,7.500251224905569870e+03,1.085058715683888295e+04
2.432029660311236512e+03,2.444581173077006042e+03,2.416743657161189731e+03,2.442777640618824989e+03,0.000000000000000000e+00,2.432301152689177343e+03,2.430958876452685672e+03,2.432340962810422297e+03,1.247099016007285400e+03,1.993885708070401506e+03,2.433666712041470873e+03,2.431829891762752595e+03,2.421068039318177398e+03,2.431922389457427016e+03,2.433183813742302391e+03,2.846140851338400353e+03,2.422370924777123491e+03,1.750963174395239321e+03,1.573637501755883477e+03,2.421433354806252282e+03,2.423771346978277052e+03,2.727853106292108805e+03,9.717506970469313998e+00,1.304402339063232603e+03,1.578705683242879331e+03,2.727815630510264782e+03,2.432635091347284288e+03,2.432382637992423497e+03,1.054966698563023056e+04,2.430755722775154027e+03,1.296604978138612069e+03,2.434051845312279056e+03,2.431326244304473676e+03,2.432486491676407695e+03,2.434761488093127809e+03,1.680544086234415772e+03,2.432760182568356868e+03,2.449343986846585722e+03,2.985113734710422705e+03,1.115350427371962905e+04,1.146743273965347544e+04,1.018728836019021765e+04,1.116460460300052910e+04,1.054987127083934865e+04,1.149353094743504334e+04,1.116793806643362223e+04,1.054442282145462741e+04,1.055203683055646252e+04,9.561113166377508605e+03,1.055226461134530291e+04
2.715149196245078000e-01,2.031644893059519319e+01,4.133250582544907047e+03,1.047737038442946123e+01,2.432301152689177343e+03,0.000000000000000000e+00,1.436746582180348231e+00,1.027291628864540174e+00,2.591042809786144971e+03,3.955334900582347018e+03,1.621229494255937320e+00,7.406959030356090601e-01,4.127338414884539816e+03,6.260329110812672404e-01,1.447820095819329023e+00,3.865350342058394290e+03,4.127899030979478084e+03,3.590260571205213182e+03,1.168183300292160993e+03,4.127807200161350011e+03,4.131110865247027505e+03,3.060358547892425918e+02,2.434077659233545091e+03,1.215218440225748509e+03,1.145525970259603127e+03,3.058209309261051772e+02,2.537558327274965553e+00,1.210288691665276917e-01,1.084604757214476012e+04,3.881529028107161938e+00,2.711725683868462056e+03,2.640117433032050265e+00,1.084701721453997569e+00,1.685697447339995714e+00,4.866887592746167002e+00,1.644559307432741207e+03,1.758133059754171335e+00,1.929353770970208259e+01,3.887999156011319428e+03,1.126628563650068645e+04,9.115212773824905526e+03,1.043216666041690223e+04,1.104952509455318068e+04,1.084618796007213859e+04,9.138587987858276392e+03,1.105509290349753610e+04,1.084191536093047398e+04,1.085097270628175647e+04,7.508836527561525145e+03,1.084940671714506607e+04
1.185543572712677518e+00,2.154701340144025323e+01,4.131844231002602100e+03,1.183659050220549247e+01,2.430958876452685672e+03,1.436746582180348231e+00,0.000000000000000000e+00,1.474523512932190750e+00,2.589621333841535034e+03,3.953901665731643789e+03,2.731808198912529573e+00,1.390291361168696449e+00,4.125933379145430990e+03,1.396353785534519165e+00,2.313744197324617780e+00,3.864082657819952146e+03,4.126494114467578584e+03,3.588830950229966675e+03,1.166776720587984528e+03,4.126402160508723682e+03,4.129705764100449414e+03,3.071876893343380743e+02,2.432733331706588160e+03,1.214067754020361917e+03,1.144116926469772352e+03,3.069747197812284867e+02,2.611390083926001804e+00,1.485248405227330037e+00,1.084540413095025906e+04,4.076963052505795382e+00,2.710304393879194322e+03,3.421569251461182404e+00,3.692140247626196636e-01,1.919722418106701856e+00,5.295526395605677727e+00,1.643240215040745397e+03,2.155740892005332920e+00,2.071983915314978830e+01,3.886767919716899087e+03,1.126576141892357919e+04,9.116379872893994616e+03,1.043153518895471825e+04,1.104912226128270049e+04,1.084554455931475968e+04,9.139758958259109932e+03,1.105468901144785923e+04,1.084127114990927112e+04,1.085032806157528285e+04,7.509658500103394545e+03,1.084876299143186225e+04
1.069285001695319925e+00,2.112234146690501646e+01,4.132729541559058816e+03,1.050145422029560649e+01,2.432340962810422297e+03,1.027291628864540174e+00,1.474523512932190750e+00,0.000000000000000000e+00,2.590575992467491687e+03,3.954938822997166881e+03,1.334540177558237062e+00,1.677611778820912836e+00,4.126813458261722189e+03,1.581305432206068007e+00,8.514861244254584571e-01,3.864602161722074470e+03,4.127373724021284033e+03,3.589836534660591042e+03,1.167663281785382651e+03,4.127282255033158435e+03,4.130586100984198310e+03,3.057180897930531387e+02,2.434113338673362250e+03,1.215537746005848476e+03,1.145013587953093975e+03,3.055053987552916510e+02,1.517695860449490342e+00,9.379737486462921270e-01,1.084503009599835787e+04,4.853052128534391940e+00,2.711258045441620197e+03,1.956614231642827439e+00,1.154565218368824864e+00,6.650514270929361871e-01,3.990233941696172959e+00,1.643871863394947695e+03,7.908136017157786357e-01,1.976298269302177602e+01,3.887215767421556848e+03,1.126525950222817119e+04,9.114912446836460731e+03,1.043114791222440545e+04,1.104849870117339924e+04,1.084517047946643652e+04,9.138292217696516673e+03,1.105406647744700422e+04,1.084089796988812122e+04,1.084995536332640950e+04,7.508226547220293469e+03,1.084838927239413533e+04
2.590804219066306359e+03,2.609651319551413508e+03,1.553650285605647923e+03,2.600254940368996813e+03,1.247099016007285400e+03,2.591042809786144971e+03,2.589621333841535034e+03,2.590575992467491687e+03,0.000000000000000000e+00,1.384049180679834080e+03,2.591807488280871439e+03,2.590910822564821501e+03,1.549510611481797923e+03,2.590955864865178683e+03,2.591252308533038104e+03,1.645114034058428160e+03,1.550230187668124927e+03,1.008401139516559510e+03,1.426497963176758503e+03,1.549971449070976178e+03,1.553173351398552995e+03,2.814792064138979185e+03,1.237803667725193236e+03,1.925118756179277852e+03,1.448087194347215018e+03,2.815086916502324584e+03,2.590105054147316878e+03,2.591070187638810239e+03,9.342494311347165421e+03,2.591433995893024530e+03,1.207045856778858592e+02,2.591605060025690818e+03,2.589959853115582973e+03,2.590385874167140173e+03,2.591138255513267723e+03,1.084251917695114116e+03,2.590614121282086217e+03,2.610332189906266649e+03,1.765413489547349172e+03,9.929609134797106890e+03,1.098858397559694095e+04,8.970865221895903233e+03,9.923553990509301002e+03,9.342691840743242210e+03,1.101916260531243643e+04,9.927014657804893432e+03,9.337353814350788525e+03,9.345222404114787423e+03,8.804332445118045143e+03,9.345214217239268692e+03
3.955087160989860422e+03,3.973266743956166465e+03,5.437958800284840208e+02,3.964897394263575279e+03,1.993885708070401506e+03,3.955334900582347018e+03,3.953901665731643789e+03,3.954938822997166881e+03,1.384049180679834080e+03,0.000000000000000000e+00,3.956205721113834898e+03,3.955147938876817534e+03,5.574420010207891210e+02,3.955201125275968934e+03,3.955652373026242913e+03,1.536131561079427001e+03,5.590669504370777076e+02,3.800110261588642402e+02,2.801680203254066782e+03,5.575648159244433373e+02,5.580359359846129337e+02,4.191161712497755616e+03,1.985223395276765814e+03,3.124064688168707562e+03,2.822219171665100021e+03,4.191426503595626855e+03,3.954578410618552880e+03,3.955371145990779951e+03,8.809718056250720110e+03,3.955430786599320982e+03,1.266688733706107996e+03,3.956090820893113232e+03,3.954250399863451548e+03,3.954797510911339486e+03,3.955797658800835507e+03,2.456740099618143631e+03,3.955036648004046128e+03,3.974599243161997038e+03,1.724790810202435296e+03,9.465102618100800100e+03,1.214838804941525996e+04,8.484886429710299126e+03,9.583098704608375556e+03,8.809940173355918887e+03,1.218137236871481764e+04,9.585122225791414166e+03,8.804233284666584950e+03,8.810941055690982466e+03,9.784926875965547879e+03,8.811895666277356213e+03
